,Emp_Id,Age,Attrition,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Q1_Longest_Streak_OUT,Q2_Longest_Streak_OUT,Q3_Longest_Streak_OUT,Q4_Longest_Streak_OUT,Q1_Longest_Streak_IN,Q2_Longest_Streak_IN,Q3_Longest_Streak_IN,Q4_Longest_Streak_IN,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
3695,3696,30,0,3,3,3,51210,7.0,13,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,0,1,2,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3696,3697,31,0,1,3,1,168560,3.0,12,1,9.0,3,3,1,0,1.0,2.0,4.0,3,3,3,0,0,0,6,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3697,3698,34,0,2,1,5,26860,5.0,11,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,0,1,1,0,1,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3698,3699,31,1,20,3,1,61800,1.0,14,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3699,3700,27,0,11,4,4,66320,0.0,16,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,0,0,4,1,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3700,3701,36,0,1,3,2,35050,1.0,12,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3701,3702,36,0,24,3,3,63970,4.0,14,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3,2,0,1,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3702,3703,47,0,23,4,2,62740,7.0,14,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3,0,1,0,3,9,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3703,3704,25,1,16,4,2,198590,3.0,19,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3,0,0,0,4,0,0,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3704,3705,37,0,8,4,1,75870,0.0,22,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4,0,0,2,2,0,2,0,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3705,3706,56,0,10,4,2,42580,2.0,16,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3706,3707,47,0,3,2,2,43640,3.0,11,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3,2,1,0,2,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3707,3708,24,0,5,1,1,43350,1.0,15,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3,1,1,0,5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3708,3709,32,0,4,3,1,53260,4.0,14,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3709,3710,34,0,9,2,1,32800,5.0,13,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3,7,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3710,3711,41,0,26,3,3,54850,2.0,17,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3711,3712,40,0,3,2,1,43420,3.0,11,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3,0,1,3,0,0,0,5,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3712,3713,31,0,16,3,2,27820,1.0,19,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3,1,0,3,2,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3713,3714,46,1,18,1,1,59800,4.0,11,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3714,3715,39,1,2,4,2,43810,2.0,15,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3,0,0,1,0,3,2,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3715,3716,31,1,2,3,2,25720,1.0,13,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3716,3717,45,0,10,2,1,38330,2.0,14,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3717,3718,31,0,16,4,3,42440,9.0,13,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3,0,0,1,4,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3718,3719,31,1,7,4,1,65000,6.0,23,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3719,3720,45,0,1,2,1,184300,4.0,12,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3720,3721,48,0,24,3,2,16010,4.0,12,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,4,3,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3721,3722,34,1,7,4,2,26940,1.0,16,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,4,0,0,1,0,0,4,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3722,3723,40,0,25,4,1,31490,2.0,15,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,9,0,0,2,1,0,1,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3723,3724,28,0,1,2,1,176390,0.0,13,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,1,2,3,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3724,3725,44,0,5,3,1,23190,3.0,18,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3725,3726,53,0,2,4,2,116910,4.0,20,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4,3,0,1,0,4,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3726,3727,49,0,7,3,3,53240,2.0,19,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3727,3728,40,0,2,4,3,167520,2.0,18,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3,0,0,0,2,2,1,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3728,3729,44,0,5,1,3,52280,1.0,13,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3,2,3,0,1,4,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3729,3730,33,0,10,3,2,27000,0.0,14,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3,2,0,0,1,1,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3730,3731,34,0,10,4,1,192460,3.0,15,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3,6,0,0,1,0,5,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3731,3732,30,0,1,2,1,25060,8.0,22,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4,0,1,1,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3732,3733,42,0,8,4,1,60620,1.0,22,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4,2,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3733,3734,44,0,5,3,5,43820,7.0,16,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3,0,3,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3734,3735,30,0,8,3,1,21430,1.0,17,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3735,3736,57,0,2,1,3,61620,0.0,14,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3,0,0,1,1,0,1,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3736,3737,49,0,7,3,2,50940,3.0,15,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3,4,0,0,2,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3737,3738,34,0,2,4,2,68770,7.0,20,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4,0,4,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3738,3739,28,1,2,3,1,22740,3.0,20,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4,1,2,0,0,3,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3739,3740,29,1,28,3,5,44340,5.0,17,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3740,3741,34,1,7,1,1,62880,0.0,15,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3,2,0,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3741,3742,35,0,7,4,4,25530,1.0,14,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3742,3743,24,1,3,3,2,76540,2.0,17,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3,6,1,0,5,5,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3743,3744,24,0,10,3,2,51600,1.0,17,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3,2,5,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3744,3745,44,0,5,2,2,171590,5.0,22,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4,1,1,0,3,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3745,3746,29,0,10,2,1,128080,1.0,13,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3,0,2,0,1,0,0,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3746,3747,30,0,1,2,3,102210,0.0,19,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3,1,1,1,8,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3747,3748,55,0,20,3,2,47790,0.0,14,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3,0,0,0,2,0,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3748,3749,33,0,7,2,2,37370,8.0,22,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4,0,0,0,0,3,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3749,3750,47,0,8,4,2,23660,3.0,17,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3,6,1,0,2,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3750,3751,28,1,1,3,2,17060,7.0,12,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3,1,0,1,0,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3751,3752,28,0,8,4,1,163070,1.0,16,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3752,3753,28,0,9,3,2,59330,0.0,11,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3,1,3,7,1,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3753,3754,49,0,5,4,1,34240,4.0,11,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3,5,1,0,0,1,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3754,3755,29,0,8,1,1,40370,0.0,14,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3755,3756,28,0,5,1,2,25590,1.0,11,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3756,3757,33,0,15,4,1,62010,2.0,15,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3,7,0,0,0,4,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3757,3758,32,0,7,3,3,44030,2.0,20,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4,2,8,1,4,2,0,7,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3758,3759,54,0,10,3,4,37610,3.0,12,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3759,3760,29,1,5,3,2,109340,6.0,17,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3760,3761,44,0,26,1,1,107610,3.0,11,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,1,0,0,1,2,0,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3761,3762,39,0,6,1,2,51750,4.0,17,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,6,0,1,0,1,4,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3762,3763,46,0,4,2,3,138260,8.0,11,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3763,3764,35,0,23,4,2,63340,1.0,14,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,0,4,0,6,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3764,3765,23,0,2,4,2,49360,0.0,19,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3765,3766,40,1,2,3,2,47750,3.0,15,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3766,3767,34,0,2,3,2,28180,1.0,13,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3,3,2,0,0,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3767,3768,31,1,29,3,2,25150,1.0,14,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3768,3769,50,0,6,3,1,23420,1.0,12,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3,0,0,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3769,3770,34,0,25,5,1,41940,0.0,17,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3,0,0,1,8,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3770,3771,42,0,1,3,1,106850,4.0,11,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,0,0,6,0,0,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3771,3772,37,0,2,2,1,20220,1.0,12,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,0,0,0,0,2,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3772,3773,29,0,1,3,1,23140,3.0,13,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3773,3774,33,0,1,1,1,42560,1.0,13,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3,1,0,0,0,2,1,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3774,3775,45,0,3,3,3,35800,4.0,20,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4,3,0,0,2,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3775,3776,42,0,1,4,2,31620,2.0,17,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3,0,1,0,1,5,2,6,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3776,3777,40,0,10,1,1,65240,0.0,13,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3777,3778,33,0,9,3,2,28990,1.0,17,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3779,3780,24,0,10,2,1,23560,0.0,13,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3,1,3,8,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3780,3781,40,0,7,3,1,28000,3.0,12,2,8.0,0,2,2,2,4.0,4.0,3.0,2,3,0,1,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3781,3782,45,0,4,3,3,118360,1.0,22,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3782,3783,35,0,10,1,1,109030,0.0,11,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3,0,3,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3783,3784,32,0,22,4,1,29730,3.0,22,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4,1,0,2,0,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3784,3785,36,0,9,3,4,142750,3.0,18,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3785,3786,48,0,12,4,1,55620,8.0,13,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3,0,2,0,2,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3786,3787,29,0,23,4,2,45370,6.0,18,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3787,3788,33,0,9,1,1,76420,2.0,20,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4,3,1,8,0,0,9,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3788,3789,30,1,1,3,3,179240,1.0,13,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3,0,0,2,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3789,3790,38,0,9,3,1,52040,3.0,13,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3790,3791,35,0,7,2,1,22770,1.0,12,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3791,3792,30,0,14,3,5,27950,3.0,13,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3792,3793,35,1,2,3,1,25320,1.0,13,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3,4,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3793,3794,53,1,19,3,2,25590,0.0,25,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3794,3795,38,1,2,3,3,49080,4.0,19,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3795,3796,32,0,10,4,5,23800,4.0,13,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3,6,0,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3796,3797,48,0,2,5,1,47650,8.0,12,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3,1,0,1,3,6,1,7,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3797,3798,34,0,3,3,2,20440,1.0,11,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3,3,1,0,9,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3798,3799,55,0,11,1,1,26930,1.0,18,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3799,3800,34,0,2,2,2,65860,9.0,18,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3,1,1,2,3,1,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3800,3801,26,0,4,3,1,32940,1.0,11,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3801,3802,38,0,14,2,1,41710,0.0,23,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,1,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3802,3803,38,0,2,3,1,27780,2.0,13,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,0,1,0,0,0,1,4,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3803,3804,36,0,1,3,1,23770,6.0,13,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,0,1,0,9,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3804,3805,29,0,10,3,1,24040,1.0,17,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,1,1,0,5,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
